STAT_CODE,STAT_NAME,CYCLE,FULL_PATH
102Y004,"본원통화 구성내역(평잔, 계절조정계열)",M,"통화/금융 > 통화/유동성 > 본원통화 > 본원통화 구성내역 > 본원통화 구성내역(평잔, 계절조정계열)"
102Y002,"본원통화 구성내역(평잔, 원계열)",M,"통화/금융 > 통화/유동성 > 본원통화 > 본원통화 구성내역 > 본원통화 구성내역(평잔, 원계열)"
102Y003,"본원통화 구성내역(말잔, 계절조정계열)",M,"통화/금융 > 통화/유동성 > 본원통화 > 본원통화 구성내역 > 본원통화 구성내역(말잔, 계절조정계열)"
102Y001,"본원통화 구성내역(말잔, 원계열)",M,"통화/금융 > 통화/유동성 > 본원통화 > 본원통화 구성내역 > 본원통화 구성내역(말잔, 원계열)"
101Y018,"M1 상품별 구성내역(평잔, 계절조정계열)",M,"통화/금융 > 통화/유동성 > M1(협의통화) > M1(협의통화) 상품별 구성내역 > M1 상품별 구성내역(평잔, 계절조정계열)"
101Y019,"M1 상품별 구성내역(평잔, 원계열)",M,"통화/금융 > 통화/유동성 > M1(협의통화) > M1(협의통화) 상품별 구성내역 > M1 상품별 구성내역(평잔, 원계열)"
101Y016,"M1 상품별 구성내역(말잔, 계절조정계열)",M,"통화/금융 > 통화/유동성 > M1(협의통화) > M1(협의통화) 상품별 구성내역 > M1 상품별 구성내역(말잔, 계절조정계열)"
101Y017,"M1 상품별 구성내역(말잔, 원계열)",M,"통화/금융 > 통화/유동성 > M1(협의통화) > M1(협의통화) 상품별 구성내역 > M1 상품별 구성내역(말잔, 원계열)"
101Y003,"M2 상품별 구성내역(평잔, 계절조정계열)",M,"통화/금융 > 통화/유동성 > M2(광의통화) > M2(광의통화) 상품별 구성내역 > M2 상품별 구성내역(평잔, 계절조정계열)"
101Y004,"M2 상품별 구성내역(평잔, 원계열)",M,"통화/금융 > 통화/유동성 > M2(광의통화) > M2(광의통화) 상품별 구성내역 > M2 상품별 구성내역(평잔, 원계열)"
101Y001,"M2 상품별 구성내역(말잔, 계절조정계열)",M,"통화/금융 > 통화/유동성 > M2(광의통화) > M2(광의통화) 상품별 구성내역 > M2 상품별 구성내역(말잔, 계절조정계열)"
101Y002,"M2 상품별 구성내역(말잔, 원계열)",M,"통화/금융 > 통화/유동성 > M2(광의통화) > M2(광의통화) 상품별 구성내역 > M2 상품별 구성내역(말잔, 원계열)"
101Y006,"M2 경제주체별 보유현황(평잔, 계절조정계열)",M,"통화/금융 > 통화/유동성 > M2(광의통화) > M2(광의통화) 경제주체별 보유현황 > M2 경제주체별 보유현황(평잔, 계절조정계열)"
101Y015,"M2 경제주체별 보유현황(평잔, 원계열)",M,"통화/금융 > 통화/유동성 > M2(광의통화) > M2(광의통화) 경제주체별 보유현황 > M2 경제주체별 보유현황(평잔, 원계열)"
101Y005,"M2 경제주체별 보유현황(말잔, 계절조정계열)",M,"통화/금융 > 통화/유동성 > M2(광의통화) > M2(광의통화) 경제주체별 보유현황 > M2 경제주체별 보유현황(말잔, 계절조정계열)"
101Y014,"M2 경제주체별 보유현황(말잔, 원계열)",M,"통화/금융 > 통화/유동성 > M2(광의통화) > M2(광의통화) 경제주체별 보유현황 > M2 경제주체별 보유현황(말잔, 원계열)"
101Y008,M2 기관별구성내역(평잔),M,통화/금융 > 통화/유동성 > M2(광의통화) > M2 기관별 구성내역 > M2 기관별구성내역(평잔)
101Y007,M2 기관별구성내역(말잔),M,통화/금융 > 통화/유동성 > M2(광의통화) > M2 기관별 구성내역 > M2 기관별구성내역(말잔)
111Y003,"Lf 상품별 구성내역(평잔, 계절조정계열)",M,"통화/금융 > 통화/유동성 > Lf(금융기관 유동성) 관련통계 > Lf(금융기관 유동성) 상품별 구성내역 > Lf 상품별 구성내역(평잔, 계절조정계열)"
111Y004,"Lf 상품별 구성내역(평잔, 원계열)",M,"통화/금융 > 통화/유동성 > Lf(금융기관 유동성) 관련통계 > Lf(금융기관 유동성) 상품별 구성내역 > Lf 상품별 구성내역(평잔, 원계열)"
111Y001,"Lf 상품별 구성내역(말잔, 계절조정계열)",M,"통화/금융 > 통화/유동성 > Lf(금융기관 유동성) 관련통계 > Lf(금융기관 유동성) 상품별 구성내역 > Lf 상품별 구성내역(말잔, 계절조정계열)"
111Y002,"Lf 상품별 구성내역(말잔, 원계열)",M,"통화/금융 > 통화/유동성 > Lf(금융기관 유동성) 관련통계 > Lf(금융기관 유동성) 상품별 구성내역 > Lf 상품별 구성내역(말잔, 원계열)"
111Y006,Lf 기관별 구성내역(평잔),M,통화/금융 > 통화/유동성 > Lf(금융기관 유동성) 관련통계 > Lf 기관별 구성내역 > Lf 기관별 구성내역(평잔)
111Y005,Lf 기관별 구성내역(말잔),M,통화/금융 > 통화/유동성 > Lf(금융기관 유동성) 관련통계 > Lf 기관별 구성내역 > Lf 기관별 구성내역(말잔)
112Y001,"L(광의유동성) 구성내역(말잔, 계절조정계열)",M,"통화/금융 > 통화/유동성 > L(광의유동성) 구성내역 > L(광의유동성) 구성내역(말잔, 계절조정계열)"
112Y002,"L(광의유동성) 구성내역(말잔, 원계열)",M,"통화/금융 > 통화/유동성 > L(광의유동성) 구성내역 > L(광의유동성) 구성내역(말잔, 원계열)"
101Y009,예금취급기관 개관표(말잔),M,통화/금융 > 통화/유동성 > 예금취급기관 개관표 > 예금취급기관 개관표(말잔)
101Y010,중앙은행 개관표(말잔),M,통화/금융 > 통화/유동성 > 예금취급기관 개관표 > 중앙은행 개관표(말잔)
101Y011,기타예금취급기관 개관표(말잔),M,통화/금융 > 통화/유동성 > 예금취급기관 개관표 > 기타예금취급기관 개관표(말잔)
104Y014,예금은행 총수신(평잔),M,통화/금융 > 금융기관 여수신 > 수신 > 예금은행 수신 > 예금은행 총수신(평잔)
104Y013,예금은행 총수신(말잔),M,통화/금융 > 금융기관 여수신 > 수신 > 예금은행 수신 > 예금은행 총수신(말잔)
104Y008,"예금은행 원화예금(종별, 평잔)",M,"통화/금융 > 금융기관 여수신 > 수신 > 예금은행 수신 > 예금은행 원화예금(종별, 평잔)"
104Y015,"예금은행 원화예금(종별, 말잔)",M,"통화/금융 > 금융기관 여수신 > 수신 > 예금은행 수신 > 예금은행 원화예금(종별, 말잔)"
104Y009,"예금은행 원화예금(예금주별,말잔)",M,"통화/금융 > 금융기관 여수신 > 수신 > 예금은행 수신 > 예금은행 원화예금(예금주별,말잔)"
104Y010,"예금은행 정기예금(기간별, 말잔)",M,"통화/금융 > 금융기관 여수신 > 수신 > 예금은행 수신 > 예금은행 정기예금(기간별, 말잔)"
111Y008,비은행금융기관 수신(평잔),M,통화/금융 > 금융기관 여수신 > 수신 > 비은행금융기관 수신 > 비은행금융기관 수신(평잔)
111Y007,비은행금융기관 수신(말잔),M,통화/금융 > 금융기관 여수신 > 수신 > 비은행금융기관 수신 > 비은행금융기관 수신(말잔)
104Y016,예금은행 대출금(말잔),M,통화/금융 > 금융기관 여수신 > 여신 > 예금은행 대출금(말잔)
111Y009,비은행금융기관 여신(말잔),M,통화/금융 > 금융기관 여수신 > 여신 > 비은행금융기관 여신(말잔)
141Y002,예금은행 지역별 수신(말잔),M,통화/금융 > 금융기관 여수신 > 지역별 여수신 > 예금은행 지역별 수신(말잔)
141Y006,비은행예금취급기관 지역별 수신(말잔),M,통화/금융 > 금융기관 여수신 > 지역별 여수신 > 비은행예금취급기관 지역별 수신(말잔)
141Y008,생명보험회사 지역별 수신(말잔),M,통화/금융 > 금융기관 여수신 > 지역별 여수신 > 생명보험회사 지역별 수신(말잔)
141Y003,예금은행 지역별 대출금(말잔),M,통화/금융 > 금융기관 여수신 > 지역별 여수신 > 예금은행 지역별 대출금(말잔) > 예금은행 지역별 대출금(말잔)
151Y003,예금은행 지역별 가계대출(말잔),M,통화/금융 > 금융기관 여수신 > 지역별 여수신 > 예금은행 지역별 대출금(말잔) > 예금은행 지역별 가계대출(말잔)
141Y004,예금은행 지역별 기업대출(말잔),M,통화/금융 > 금융기관 여수신 > 지역별 여수신 > 예금은행 지역별 대출금(말잔) > 예금은행 지역별 기업대출(말잔)
141Y007,비은행예금취급기관 지역별 여신(말잔),M,통화/금융 > 금융기관 여수신 > 지역별 여수신 > 비은행예금취급기관 지역별 여신(말잔) > 비은행예금취급기관 지역별 여신(말잔)
151Y006,비은행예금취급기관 지역별 가계대출(말잔),M,통화/금융 > 금융기관 여수신 > 지역별 여수신 > 비은행예금취급기관 지역별 여신(말잔) > 비은행예금취급기관 지역별 가계대출(말잔)
141Y010,비은행예금취급기관 지역별 기업대출(말잔),M,통화/금융 > 금융기관 여수신 > 지역별 여수신 > 비은행예금취급기관 지역별 여신(말잔) > 비은행예금취급기관 지역별 기업대출(말잔)
141Y009,생명보험회사 지역별 여신(말잔),M,통화/금융 > 금융기관 여수신 > 지역별 여수신 > 생명보험회사 지역별 여신(말잔)
141Y005,예금은행 지역별 연체율,M,통화/금융 > 금융기관 여수신 > 지역별 여수신 > 예금은행 지역별 연체율
151Y001,"가계신용(업권별, 분기)",Q,"통화/금융 > 금융기관 여수신 > 가계신용 > 가계신용(분기) > 가계신용(업권별, 분기)"
151Y004,"가계신용(용도별, 분기)",Q,"통화/금융 > 금융기관 여수신 > 가계신용 > 가계신용(분기) > 가계신용(용도별, 분기)"
151Y002,"예금취급기관 가계대출(업권별, 월)",M,"통화/금융 > 금융기관 여수신 > 가계신용 > 예금취급기관 가계대출(월) > 예금취급기관 가계대출(업권별, 월)"
151Y005,"예금취급기관 가계대출(용도별, 월)",M,"통화/금융 > 금융기관 여수신 > 가계신용 > 예금취급기관 가계대출(월) > 예금취급기관 가계대출(용도별, 월)"
131Y016,"산업별대출금(예금취급기관, 전산업)",Q,"통화/금융 > 금융기관 여수신 > 산업별대출금 > 예금취급기관 산업별대출금 > 산업별대출금(예금취급기관, 전산업)"
131Y017,"산업별대출금(예금취급기관, 용도별)",Q,"통화/금융 > 금융기관 여수신 > 산업별대출금 > 예금취급기관 산업별대출금 > 산업별대출금(예금취급기관, 용도별)"
131Y013,"산업별대출금(예금은행, 전산업)",Q,"통화/금융 > 금융기관 여수신 > 산업별대출금 > 예금은행 산업별대출금 > 산업별대출금(예금은행, 전산업)"
131Y011,"산업별대출금(예금은행, 용도별)",Q,"통화/금융 > 금융기관 여수신 > 산업별대출금 > 예금은행 산업별대출금 > 산업별대출금(예금은행, 용도별)"
131Y010,"산업별대출금(예금은행, 기업형태별)",Q,"통화/금융 > 금융기관 여수신 > 산업별대출금 > 예금은행 산업별대출금 > 산업별대출금(예금은행, 기업형태별)"
131Y018,"산업별대출금(예금은행, 기업규모별)",Q,"통화/금융 > 금융기관 여수신 > 산업별대출금 > 예금은행 산업별대출금 > 산업별대출금(예금은행, 기업규모별)"
132Y001,"산업별대출금(예금은행, 지역별, 전산업)",Q,"통화/금융 > 금융기관 여수신 > 산업별대출금 > 예금은행 산업별대출금 > 산업별대출금(예금은행, 지역별, 전산업)"
132Y003,"산업별대출금(예금은행, 지역별, 용도별)",Q,"통화/금융 > 금융기관 여수신 > 산업별대출금 > 예금은행 산업별대출금 > 산업별대출금(예금은행, 지역별, 용도별)"
131Y014,"산업별대출금(비은행예금취급기관, 전산업)",Q,"통화/금융 > 금융기관 여수신 > 산업별대출금 > 비은행예금취급기관 산업별대출금 > 산업별대출금(비은행예금취급기관, 전산업)"
131Y015,"산업별대출금(비은행예금취급기관, 용도별)",Q,"통화/금융 > 금융기관 여수신 > 산업별대출금 > 비은행예금취급기관 산업별대출금 > 산업별대출금(비은행예금취급기관, 용도별)"
104Y017,예금은행 예금회전율,M,통화/금융 > 금융기관 여수신 > 기타 여수신 관련 통계 > 예금은행 예금회전율
901Y123,금융기관 점포/인원 현황,Q,통화/금융 > 금융기관 여수신 > 기타 여수신 관련 통계 > 금융기관 점포/인원 현황
901Y054,은행대출금 연체율(1일 이상),M,통화/금융 > 금융기관 여수신 > 기타 여수신 관련 통계 > 은행대출금 연체율 > 은행대출금 연체율(1일 이상)
901Y124,은행대출금 연체율(1개월 이상),M,통화/금융 > 금융기관 여수신 > 기타 여수신 관련 통계 > 은행대출금 연체율 > 은행대출금 연체율(1개월 이상)
901Y059,보험계약실적,M,통화/금융 > 금융기관 여수신 > 기타 여수신 관련 통계 > 보험계약실적
105Y001,예금규모별 계좌수 및 금액,S,통화/금융 > 금융기관 여수신 > 기타 여수신 관련 통계 > 예금규모별 계좌수 및 금액
722Y001,한국은행 기준금리 및 여수신금리,D,통화/금융 > 금리 > 한국은행 기준금리 및 여수신금리
817Y002,시장금리(일별),D,통화/금융 > 금리 > 시장금리 > 시장금리(일별)
721Y001,"시장금리(월,분기,년)",M,"통화/금융 > 금리 > 시장금리 > 시장금리(월,분기,년)"
121Y002,예금은행 수신금리(신규취급액 기준),M,통화/금융 > 금리 > 예금은행 가중평균금리 > 수신금리 > 예금은행 수신금리(신규취급액 기준)
121Y013,예금은행 수신금리(잔액 기준),M,통화/금융 > 금리 > 예금은행 가중평균금리 > 수신금리 > 예금은행 수신금리(잔액 기준)
121Y006,예금은행 대출금리(신규취급액 기준),M,통화/금융 > 금리 > 예금은행 가중평균금리 > 대출금리 > 예금은행 대출금리(신규취급액 기준)
121Y015,예금은행 대출금리(잔액 기준),M,통화/금융 > 금리 > 예금은행 가중평균금리 > 대출금리 > 예금은행 대출금리(잔액 기준)
121Y008,예금은행 금리수준별 여수신 비중(신규취급액 기준),M,통화/금융 > 금리 > 예금은행 가중평균금리 > 예금은행 금리수준별 여수신 비중(신규취급액 기준)
121Y010,예금은행 고정 및 변동금리대출 비중(신규취급액 기준),M,통화/금융 > 금리 > 예금은행 가중평균금리 > 예금은행 고정 및 변동금리대출 비중 > 예금은행 고정 및 변동금리대출 비중(신규취급액 기준)
121Y011,예금은행 고정 및 변동금리대출 비중(잔액 기준),M,통화/금융 > 금리 > 예금은행 가중평균금리 > 예금은행 고정 및 변동금리대출 비중 > 예금은행 고정 및 변동금리대출 비중(잔액 기준)
121Y004,비은행금융기관 수신금리(신규취급액 기준),M,통화/금융 > 금리 > 비은행금융기관 가중평균금리 > 비은행금융기관 수신금리(신규취급액 기준)
121Y007,비은행금융기관 대출금리(신규취급액 기준),M,통화/금융 > 금리 > 비은행금융기관 가중평균금리 > 비은행금융기관 대출금리(신규취급액 기준)
103Y002,한국은행 주요계정(말잔),M,통화/금융 > 한국은행 주요계정 > 한국은행 주요계정(말잔)
871Y001,화폐발행잔액,M,통화/금융 > 한국은행 주요계정 > 화폐발행잔액
814Y001,"예금은행 지급준비액(신기준, 평잔)",M,"통화/금융 > 한국은행 주요계정 > 예금은행 지급준비액 > 예금은행 지급준비액(신기준, 평잔)"
814Y002,"예금은행 지급준비액(구기준, 평잔)",SM,"통화/금융 > 한국은행 주요계정 > 예금은행 지급준비액 > 예금은행 지급준비액(구기준, 평잔)"
641Y001,한국은행 원화대출금,M,통화/금융 > 한국은행 주요계정 > 한국은행 원화대출금
802Y001,주식시장(일),D,통화/금융 > 주식/채권/재정 > 주식거래/주가지수 > 주식시장(일)
901Y014,"주식시장(월,년)",M,"통화/금융 > 주식/채권/재정 > 주식거래/주가지수 > 주식시장(월,년)"
901Y055,투자자별 주식거래,M,통화/금융 > 주식/채권/재정 > 주식거래/주가지수 > 투자자별 주식거래
901Y056,증시주변자금동향,M,통화/금융 > 주식/채권/재정 > 주식거래/주가지수 > 증시주변자금동향
901Y057,주가지수선물거래,M,통화/금융 > 주식/채권/재정 > 주식거래/주가지수 > 주가지수선물거래
901Y058,주가지수옵션거래,M,통화/금융 > 주식/채권/재정 > 주식거래/주가지수 > 주가지수옵션거래
901Y015,채권종류별 거래,M,통화/금융 > 주식/채권/재정 > 채권거래 > 채권종류별 거래
901Y120,채권시장별 거래,M,통화/금융 > 주식/채권/재정 > 채권거래 > 채권시장별 거래
191Y001,주요 국공채 발행액/잔액,M,통화/금융 > 주식/채권/재정 > 주요 국공채 발행액/잔액
901Y013,통합재정수지,M,통화/금융 > 주식/채권/재정 > 재정 > 통합재정수지
901Y081,조세징수액,A,통화/금융 > 주식/채권/재정 > 재정 > 조세징수액
181Y001,차주당 가계대출 신규취급액,Q,통화/금융 > 차주별 가계부채 > 차주당 금액 기준 > 신규취급액 > 차주당 가계대출 신규취급액
181Y003,연령별 지역별,Q,통화/금융 > 차주별 가계부채 > 차주당 금액 기준 > 신규취급액 > 차주당 가계대출 신규취급액 (교차항목) > 연령별 지역별
181Y005,연령별 업권별,Q,통화/금융 > 차주별 가계부채 > 차주당 금액 기준 > 신규취급액 > 차주당 가계대출 신규취급액 (교차항목) > 연령별 업권별
181Y007,연령별 상품별,Q,통화/금융 > 차주별 가계부채 > 차주당 금액 기준 > 신규취급액 > 차주당 가계대출 신규취급액 (교차항목) > 연령별 상품별
181Y009,상품별 업권별,Q,통화/금융 > 차주별 가계부채 > 차주당 금액 기준 > 신규취급액 > 차주당 가계대출 신규취급액 (교차항목) > 상품별 업권별
181Y011,차주당 주택담보대출 신규취급액,Q,통화/금융 > 차주별 가계부채 > 차주당 금액 기준 > 신규취급액 > 차주당 주택담보대출 신규취급액
181Y002,차주당 가계대출 잔액,Q,통화/금융 > 차주별 가계부채 > 차주당 금액 기준 > 잔액 > 차주당 가계대출 잔액
181Y004,연령별 지역별,Q,통화/금융 > 차주별 가계부채 > 차주당 금액 기준 > 잔액 > 차주당 가계대출 잔액 (교차항목) > 연령별 지역별
181Y006,연령별 업권별,Q,통화/금융 > 차주별 가계부채 > 차주당 금액 기준 > 잔액 > 차주당 가계대출 잔액 (교차항목) > 연령별 업권별
181Y008,연령별 상품별,Q,통화/금융 > 차주별 가계부채 > 차주당 금액 기준 > 잔액 > 차주당 가계대출 잔액 (교차항목) > 연령별 상품별
181Y010,상품별 업권별,Q,통화/금융 > 차주별 가계부채 > 차주당 금액 기준 > 잔액 > 차주당 가계대출 잔액 (교차항목) > 상품별 업권별
181Y012,차주당 주택담보대출 잔액,Q,통화/금융 > 차주별 가계부채 > 차주당 금액 기준 > 잔액 > 차주당 주택담보대출 잔액
181Y013,가계대출 신규취급액 비중,Q,통화/금융 > 차주별 가계부채 > 금액 비중 기준 > 신규취급액 > 가계대출 신규취급액 비중
181Y015,주택담보대출 신규취급액 비중,Q,통화/금융 > 차주별 가계부채 > 금액 비중 기준 > 신규취급액 > 주택담보대출 신규취급액 비중
181Y016,가계대출 잔액 비중,Q,통화/금융 > 차주별 가계부채 > 금액 비중 기준 > 잔액 > 가계대출 잔액 비중
181Y014,주택담보대출 잔액 비중,Q,통화/금융 > 차주별 가계부채 > 금액 비중 기준 > 잔액 > 주택담보대출 잔액 비중
200Y101,주요지표(연간지표),A,국민계정 > 국민소득통계(2020년 기준년) > 주요지표 > 주요지표(연간지표)
200Y102,주요지표(분기지표),Q,국민계정 > 국민소득통계(2020년 기준년) > 주요지표 > 주요지표(분기지표)
200Y103,"경제활동별 GDP 및 GNI(계절조정, 명목, 분기)",Q,"국민계정 > 국민소득통계(2020년 기준년) > 생산, 지출 및 분배 GDP, GDP 디플레이터 > 경제활동별 GDP 및 GNI > 경제활동별 GDP 및 GNI(계절조정, 명목, 분기)"
200Y104,"경제활동별 GDP 및 GNI(계절조정, 실질, 분기)",Q,"국민계정 > 국민소득통계(2020년 기준년) > 생산, 지출 및 분배 GDP, GDP 디플레이터 > 경제활동별 GDP 및 GNI > 경제활동별 GDP 및 GNI(계절조정, 실질, 분기)"
200Y105,"경제활동별 GDP 및 GNI(원계열, 명목, 분기 및 연간)",Q,"국민계정 > 국민소득통계(2020년 기준년) > 생산, 지출 및 분배 GDP, GDP 디플레이터 > 경제활동별 GDP 및 GNI > 경제활동별 GDP 및 GNI(원계열, 명목, 분기 및 연간)"
200Y106,"경제활동별 GDP 및 GNI(원계열, 실질, 분기 및 연간)",Q,"국민계정 > 국민소득통계(2020년 기준년) > 생산, 지출 및 분배 GDP, GDP 디플레이터 > 경제활동별 GDP 및 GNI > 경제활동별 GDP 및 GNI(원계열, 실질, 분기 및 연간)"
200Y107,"국내총생산에 대한 지출(계절조정, 명목, 분기)",Q,"국민계정 > 국민소득통계(2020년 기준년) > 생산, 지출 및 분배 GDP, GDP 디플레이터 > 국내총생산에 대한 지출 > 국내총생산에 대한 지출(계절조정, 명목, 분기)"
200Y108,"국내총생산에 대한 지출(계절조정, 실질, 분기)",Q,"국민계정 > 국민소득통계(2020년 기준년) > 생산, 지출 및 분배 GDP, GDP 디플레이터 > 국내총생산에 대한 지출 > 국내총생산에 대한 지출(계절조정, 실질, 분기)"
200Y109,"국내총생산에 대한 지출(원계열, 명목, 분기 및 연간)",Q,"국민계정 > 국민소득통계(2020년 기준년) > 생산, 지출 및 분배 GDP, GDP 디플레이터 > 국내총생산에 대한 지출 > 국내총생산에 대한 지출(원계열, 명목, 분기 및 연간)"
200Y110,"국내총생산에 대한 지출(원계열, 실질, 분기 및 연간)",Q,"국민계정 > 국민소득통계(2020년 기준년) > 생산, 지출 및 분배 GDP, GDP 디플레이터 > 국내총생산에 대한 지출 > 국내총생산에 대한 지출(원계열, 실질, 분기 및 연간)"
200Y160,"부가가치 항목별 명목 GDP(계절조정, 명목, 분기)",Q,"국민계정 > 국민소득통계(2020년 기준년) > 생산, 지출 및 분배 GDP, GDP 디플레이터 > 부가가치 항목별 명목 GDP > 부가가치 항목별 명목 GDP(계절조정, 명목, 분기)"
200Y161,"부가가치 항목별 명목 GDP(원계열, 명목, 분기 및 연간)",Q,"국민계정 > 국민소득통계(2020년 기준년) > 생산, 지출 및 분배 GDP, GDP 디플레이터 > 부가가치 항목별 명목 GDP > 부가가치 항목별 명목 GDP(원계열, 명목, 분기 및 연간)"
200Y111,경제활동별 국내총생산 디플레이터(분기 및 연간),Q,"국민계정 > 국민소득통계(2020년 기준년) > 생산, 지출 및 분배 GDP, GDP 디플레이터 > GDP 디플레이터 > 경제활동별 국내총생산 디플레이터(분기 및 연간)"
200Y112,국내총생산에 대한 지출 디플레이터(분기 및 연간),Q,"국민계정 > 국민소득통계(2020년 기준년) > 생산, 지출 및 분배 GDP, GDP 디플레이터 > GDP 디플레이터 > 국내총생산에 대한 지출 디플레이터(분기 및 연간)"
200Y113,"국내총생산과 지출(명목, 연간)",A,"국민계정 > 국민소득통계(2020년 기준년) > 종합계정 > 국내총생산과 지출 > 국내총생산과 지출(명목, 연간)"
200Y114,"경제활동별 국내총부가가치와 요소소득(명목, 연간)",A,"국민계정 > 국민소득통계(2020년 기준년) > 종합계정 > 국내총생산과 지출 > 경제활동별 국내총부가가치와 요소소득(명목, 연간)"
200Y115,"국민처분가능소득과 처분(명목, 연간)",A,"국민계정 > 국민소득통계(2020년 기준년) > 종합계정 > 국민처분가능소득과 처분 > 국민처분가능소득과 처분(명목, 연간)"
200Y116,"국민소득과 부문별 국민처분가능소득(명목, 연간)",A,"국민계정 > 국민소득통계(2020년 기준년) > 종합계정 > 국민처분가능소득과 처분 > 국민소득과 부문별 국민처분가능소득(명목, 연간)"
200Y117,"자본거래(명목, 연간)",A,"국민계정 > 국민소득통계(2020년 기준년) > 종합계정 > 자본거래 > 자본거래(명목, 연간)"
200Y118,"경상거래(명목, 연간)",A,"국민계정 > 국민소득통계(2020년 기준년) > 종합계정 > 국외거래 > 경상거래(명목, 연간)"
200Y119,"자본거래(명목, 연간)",A,"국민계정 > 국민소득통계(2020년 기준년) > 종합계정 > 국외거래 > 자본거래(명목, 연간)"
200Y120,"제도부문별 생산계정(명목, 연간)",A,"국민계정 > 국민소득통계(2020년 기준년) > 제도부문별 계정 > 제도부문별 생산계정(명목, 연간)"
200Y121,"제도부문별 소득계정(명목, 연간)",A,"국민계정 > 국민소득통계(2020년 기준년) > 제도부문별 계정 > 제도부문별 소득계정(명목, 연간)"
200Y162,"제도부문별 소득계정(명목, 분기)",Q,"국민계정 > 국민소득통계(2020년 기준년) > 제도부문별 계정 > 제도부문별 소득계정(명목, 분기)"
200Y122,"제도부문별 자본계정(명목, 연간)",A,"국민계정 > 국민소득통계(2020년 기준년) > 제도부문별 계정 > 제도부문별 자본계정(명목, 연간)"
200Y123,"경제활동별 성장기여도(계절조정, 실질, 분기)",Q,"국민계정 > 국민소득통계(2020년 기준년) > GDP에 대한 성장기여도 > 경제활동별 성장기여도(계절조정, 실질, 분기)"
200Y124,"경제활동별 성장기여도(원계열, 실질, 분기 및 연간)",Q,"국민계정 > 국민소득통계(2020년 기준년) > GDP에 대한 성장기여도 > 경제활동별 성장기여도(원계열, 실질, 분기 및 연간)"
200Y125,"지출항목별 성장기여도(계절조정, 실질, 분기)",Q,"국민계정 > 국민소득통계(2020년 기준년) > GDP에 대한 성장기여도 > 지출항목별 성장기여도(계절조정, 실질, 분기)"
200Y126,"지출항목별 성장기여도(원계열, 실질, 분기 및 연간)",Q,"국민계정 > 국민소득통계(2020년 기준년) > GDP에 대한 성장기여도 > 지출항목별 성장기여도(원계열, 실질, 분기 및 연간)"
200Y127,"자본재형태별 총자본형성(계절조정, 명목, 분기)",Q,"국민계정 > 국민소득통계(2020년 기준년) > 총자본형성 > 자본재형태별 총자본형성 > 자본재형태별 총자본형성(계절조정, 명목, 분기)"
